[2024-09-11T08:00:36.902+0000] {logging_mixin.py:190} WARNING - 78.7%
[2024-09-11T08:00:36.912+0000] {logging_mixin.py:190} WARNING - 78.9%
[2024-09-11T08:00:36.922+0000] {logging_mixin.py:190} WARNING - 79.0%
[2024-09-11T08:00:36.936+0000] {logging_mixin.py:190} WARNING - 79.1%
[2024-09-11T08:00:36.943+0000] {logging_mixin.py:190} WARNING - 79.3%
[2024-09-11T08:00:36.956+0000] {logging_mixin.py:190} WARNING - 79.4%
[2024-09-11T08:00:36.968+0000] {logging_mixin.py:190} WARNING - 79.5%
[2024-09-11T08:00:36.979+0000] {logging_mixin.py:190} WARNING - 79.6%
[2024-09-11T08:00:36.991+0000] {logging_mixin.py:190} WARNING - 79.8%
[2024-09-11T08:00:37.001+0000] {logging_mixin.py:190} WARNING - 79.9%
[2024-09-11T08:00:37.011+0000] {logging_mixin.py:190} WARNING - 80.0%
[2024-09-11T08:00:37.025+0000] {logging_mixin.py:190} WARNING - 80.2%
[2024-09-11T08:00:37.033+0000] {logging_mixin.py:190} WARNING - 80.3%
[2024-09-11T08:00:37.046+0000] {logging_mixin.py:190} WARNING - 80.4%
[2024-09-11T08:00:37.058+0000] {logging_mixin.py:190} WARNING - 80.5%
[2024-09-11T08:00:37.066+0000] {logging_mixin.py:190} WARNING - 80.7%
[2024-09-11T08:00:37.080+0000] {logging_mixin.py:190} WARNING - 80.8%
[2024-09-11T08:00:37.090+0000] {logging_mixin.py:190} WARNING - 80.9%
[2024-09-11T08:00:37.104+0000] {logging_mixin.py:190} WARNING - 81.0%
[2024-09-11T08:00:37.113+0000] {logging_mixin.py:190} WARNING - 81.2%
[2024-09-11T08:00:37.123+0000] {logging_mixin.py:190} WARNING - 81.3%
[2024-09-11T08:00:37.135+0000] {logging_mixin.py:190} WARNING - 81.4%
[2024-09-11T08:00:37.144+0000] {logging_mixin.py:190} WARNING - 81.6%
[2024-09-11T08:00:37.156+0000] {logging_mixin.py:190} WARNING - 81.7%
[2024-09-11T08:00:37.168+0000] {logging_mixin.py:190} WARNING - 81.8%
[2024-09-11T08:00:37.178+0000] {logging_mixin.py:190} WARNING - 81.9%
[2024-09-11T08:00:37.194+0000] {logging_mixin.py:190} WARNING - 82.1%
[2024-09-11T08:00:37.204+0000] {logging_mixin.py:190} WARNING - 82.2%
[2024-09-11T08:00:37.211+0000] {logging_mixin.py:190} WARNING - 82.3%
[2024-09-11T08:00:37.223+0000] {logging_mixin.py:190} WARNING - 82.5%
[2024-09-11T08:00:37.233+0000] {logging_mixin.py:190} WARNING - 82.6%
[2024-09-11T08:00:37.246+0000] {logging_mixin.py:190} WARNING - 82.7%
[2024-09-11T08:00:37.257+0000] {logging_mixin.py:190} WARNING - 82.8%
[2024-09-11T08:00:37.267+0000] {logging_mixin.py:190} WARNING - 83.0%
[2024-09-11T08:00:37.277+0000] {logging_mixin.py:190} WARNING - 83.1%
[2024-09-11T08:00:37.288+0000] {logging_mixin.py:190} WARNING - 83.2%
[2024-09-11T08:00:37.300+0000] {logging_mixin.py:190} WARNING - 83.3%
[2024-09-11T08:00:37.310+0000] {logging_mixin.py:190} WARNING - 83.5%
[2024-09-11T08:00:37.321+0000] {logging_mixin.py:190} WARNING - 83.6%
[2024-09-11T08:00:37.334+0000] {logging_mixin.py:190} WARNING - 83.7%
[2024-09-11T08:00:37.346+0000] {logging_mixin.py:190} WARNING - 83.9%
[2024-09-11T08:00:37.356+0000] {logging_mixin.py:190} WARNING - 84.0%
[2024-09-11T08:00:37.366+0000] {logging_mixin.py:190} WARNING - 84.1%
[2024-09-11T08:00:37.379+0000] {logging_mixin.py:190} WARNING - 84.2%
[2024-09-11T08:00:37.388+0000] {logging_mixin.py:190} WARNING - 84.4%
[2024-09-11T08:00:37.400+0000] {logging_mixin.py:190} WARNING - 84.5%
[2024-09-11T08:00:37.409+0000] {logging_mixin.py:190} WARNING - 84.6%
[2024-09-11T08:00:37.422+0000] {logging_mixin.py:190} WARNING - 84.8%
[2024-09-11T08:00:37.431+0000] {logging_mixin.py:190} WARNING - 84.9%
[2024-09-11T08:00:37.443+0000] {logging_mixin.py:190} WARNING - 85.0%
[2024-09-11T08:00:37.455+0000] {logging_mixin.py:190} WARNING - 85.1%
[2024-09-11T08:00:37.467+0000] {logging_mixin.py:190} WARNING - 85.3%
[2024-09-11T08:00:37.477+0000] {logging_mixin.py:190} WARNING - 85.4%
[2024-09-11T08:00:37.491+0000] {logging_mixin.py:190} WARNING - 85.5%
[2024-09-11T08:00:37.501+0000] {logging_mixin.py:190} WARNING - 85.7%
[2024-09-11T08:00:37.514+0000] {logging_mixin.py:190} WARNING - 85.8%
[2024-09-11T08:00:37.521+0000] {logging_mixin.py:190} WARNING - 85.9%
[2024-09-11T08:00:37.535+0000] {logging_mixin.py:190} WARNING - 86.0%
[2024-09-11T08:00:37.545+0000] {logging_mixin.py:190} WARNING - 86.2%
[2024-09-11T08:00:37.555+0000] {logging_mixin.py:190} WARNING - 86.3%
[2024-09-11T08:00:37.567+0000] {logging_mixin.py:190} WARNING - 86.4%
[2024-09-11T08:00:37.578+0000] {logging_mixin.py:190} WARNING - 86.5%
[2024-09-11T08:00:37.590+0000] {logging_mixin.py:190} WARNING - 86.7%
[2024-09-11T08:00:37.600+0000] {logging_mixin.py:190} WARNING - 86.8%
[2024-09-11T08:00:37.610+0000] {logging_mixin.py:190} WARNING - 86.9%
[2024-09-11T08:00:37.623+0000] {logging_mixin.py:190} WARNING - 87.1%
[2024-09-11T08:00:37.632+0000] {logging_mixin.py:190} WARNING - 87.2%
[2024-09-11T08:00:37.643+0000] {logging_mixin.py:190} WARNING - 87.3%
[2024-09-11T08:00:37.654+0000] {logging_mixin.py:190} WARNING - 87.4%
[2024-09-11T08:00:37.665+0000] {logging_mixin.py:190} WARNING - 87.6%
[2024-09-11T08:00:37.681+0000] {logging_mixin.py:190} WARNING - 87.7%
[2024-09-11T08:00:37.696+0000] {logging_mixin.py:190} WARNING - 87.8%
[2024-09-11T08:00:37.704+0000] {logging_mixin.py:190} WARNING - 88.0%
[2024-09-11T08:00:37.715+0000] {logging_mixin.py:190} WARNING - 88.1%
[2024-09-11T08:00:37.727+0000] {logging_mixin.py:190} WARNING - 88.2%
[2024-09-11T08:00:37.737+0000] {logging_mixin.py:190} WARNING - 88.3%
[2024-09-11T08:00:37.751+0000] {logging_mixin.py:190} WARNING - 88.5%
[2024-09-11T08:00:37.759+0000] {logging_mixin.py:190} WARNING - 88.6%
[2024-09-11T08:00:37.770+0000] {logging_mixin.py:190} WARNING - 88.7%
[2024-09-11T08:00:37.783+0000] {logging_mixin.py:190} WARNING - 88.8%
[2024-09-11T08:00:37.795+0000] {logging_mixin.py:190} WARNING - 89.0%
[2024-09-11T08:00:37.805+0000] {logging_mixin.py:190} WARNING - 89.1%
[2024-09-11T08:00:37.817+0000] {logging_mixin.py:190} WARNING - 89.2%
[2024-09-11T08:00:37.829+0000] {logging_mixin.py:190} WARNING - 89.4%
[2024-09-11T08:00:37.837+0000] {logging_mixin.py:190} WARNING - 89.5%
[2024-09-11T08:00:37.848+0000] {logging_mixin.py:190} WARNING - 89.6%
[2024-09-11T08:00:37.859+0000] {logging_mixin.py:190} WARNING - 89.7%
[2024-09-11T08:00:37.870+0000] {logging_mixin.py:190} WARNING - 89.9%
[2024-09-11T08:00:37.882+0000] {logging_mixin.py:190} WARNING - 90.0%
[2024-09-11T08:00:37.892+0000] {logging_mixin.py:190} WARNING - 90.1%
[2024-09-11T08:00:37.904+0000] {logging_mixin.py:190} WARNING - 90.3%
[2024-09-11T08:00:37.918+0000] {logging_mixin.py:190} WARNING - 90.4%
[2024-09-11T08:00:37.926+0000] {logging_mixin.py:190} WARNING - 90.5%
[2024-09-11T08:00:37.940+0000] {logging_mixin.py:190} WARNING - 90.6%
[2024-09-11T08:00:37.948+0000] {logging_mixin.py:190} WARNING - 90.8%
[2024-09-11T08:00:37.960+0000] {logging_mixin.py:190} WARNING - 90.9%
[2024-09-11T08:00:37.969+0000] {logging_mixin.py:190} WARNING - 91.0%
[2024-09-11T08:00:37.981+0000] {logging_mixin.py:190} WARNING - 91.1%
[2024-09-11T08:00:37.994+0000] {logging_mixin.py:190} WARNING - 91.3%
[2024-09-11T08:00:38.003+0000] {logging_mixin.py:190} WARNING - 91.4%
[2024-09-11T08:00:38.013+0000] {logging_mixin.py:190} WARNING - 91.5%
[2024-09-11T08:00:38.025+0000] {logging_mixin.py:190} WARNING - 91.7%
[2024-09-11T08:00:38.037+0000] {logging_mixin.py:190} WARNING - 91.8%
[2024-09-11T08:00:38.051+0000] {logging_mixin.py:190} WARNING - 91.9%
[2024-09-11T08:00:38.061+0000] {logging_mixin.py:190} WARNING - 92.0%
[2024-09-11T08:00:38.073+0000] {logging_mixin.py:190} WARNING - 92.2%
[2024-09-11T08:00:38.083+0000] {logging_mixin.py:190} WARNING - 92.3%
[2024-09-11T08:00:38.093+0000] {logging_mixin.py:190} WARNING - 92.4%
[2024-09-11T08:00:38.103+0000] {logging_mixin.py:190} WARNING - 92.6%
[2024-09-11T08:00:38.115+0000] {logging_mixin.py:190} WARNING - 92.7%
[2024-09-11T08:00:38.124+0000] {logging_mixin.py:190} WARNING - 92.8%
[2024-09-11T08:00:38.136+0000] {logging_mixin.py:190} WARNING - 92.9%
[2024-09-11T08:00:38.148+0000] {logging_mixin.py:190} WARNING - 93.1%
[2024-09-11T08:00:38.160+0000] {logging_mixin.py:190} WARNING - 93.2%
[2024-09-11T08:00:38.170+0000] {logging_mixin.py:190} WARNING - 93.3%
[2024-09-11T08:00:38.180+0000] {logging_mixin.py:190} WARNING - 93.4%
[2024-09-11T08:00:38.191+0000] {logging_mixin.py:190} WARNING - 93.6%
[2024-09-11T08:00:38.206+0000] {logging_mixin.py:190} WARNING - 93.7%
[2024-09-11T08:00:38.216+0000] {logging_mixin.py:190} WARNING - 93.8%
[2024-09-11T08:00:38.228+0000] {logging_mixin.py:190} WARNING - 94.0%
[2024-09-11T08:00:38.237+0000] {logging_mixin.py:190} WARNING - 94.1%
[2024-09-11T08:00:38.247+0000] {logging_mixin.py:190} WARNING - 94.2%
[2024-09-11T08:00:38.259+0000] {logging_mixin.py:190} WARNING - 94.3%
[2024-09-11T08:00:38.269+0000] {logging_mixin.py:190} WARNING - 94.5%
[2024-09-11T08:00:38.281+0000] {logging_mixin.py:190} WARNING - 94.6%
[2024-09-11T08:00:38.292+0000] {logging_mixin.py:190} WARNING - 94.7%
[2024-09-11T08:00:38.302+0000] {logging_mixin.py:190} WARNING - 94.9%
[2024-09-11T08:00:38.315+0000] {logging_mixin.py:190} WARNING - 95.0%
[2024-09-11T08:00:38.324+0000] {logging_mixin.py:190} WARNING - 95.1%
[2024-09-11T08:00:38.340+0000] {logging_mixin.py:190} WARNING - 95.2%
[2024-09-11T08:00:38.352+0000] {logging_mixin.py:190} WARNING - 95.4%
[2024-09-11T08:00:38.365+0000] {logging_mixin.py:190} WARNING - 95.5%
[2024-09-11T08:00:38.376+0000] {logging_mixin.py:190} WARNING - 95.6%
[2024-09-11T08:00:38.386+0000] {logging_mixin.py:190} WARNING - 95.8%
[2024-09-11T08:00:38.396+0000] {logging_mixin.py:190} WARNING - 95.9%
[2024-09-11T08:00:38.410+0000] {logging_mixin.py:190} WARNING - 96.0%
[2024-09-11T08:00:38.422+0000] {logging_mixin.py:190} WARNING - 96.1%
[2024-09-11T08:00:38.430+0000] {logging_mixin.py:190} WARNING - 96.3%
[2024-09-11T08:00:38.439+0000] {logging_mixin.py:190} WARNING - 96.4%
[2024-09-11T08:00:38.452+0000] {logging_mixin.py:190} WARNING - 96.5%
[2024-09-11T08:00:38.461+0000] {logging_mixin.py:190} WARNING - 96.6%
[2024-09-11T08:00:38.474+0000] {logging_mixin.py:190} WARNING - 96.8%
[2024-09-11T08:00:38.485+0000] {logging_mixin.py:190} WARNING - 96.9%
[2024-09-11T08:00:38.496+0000] {logging_mixin.py:190} WARNING - 97.0%
[2024-09-11T08:00:38.509+0000] {logging_mixin.py:190} WARNING - 97.2%
[2024-09-11T08:00:38.517+0000] {logging_mixin.py:190} WARNING - 97.3%
[2024-09-11T08:00:38.531+0000] {logging_mixin.py:190} WARNING - 97.4%
[2024-09-11T08:00:38.541+0000] {logging_mixin.py:190} WARNING - 97.5%
[2024-09-11T08:00:38.552+0000] {logging_mixin.py:190} WARNING - 97.7%
[2024-09-11T08:00:38.565+0000] {logging_mixin.py:190} WARNING - 97.8%
[2024-09-11T08:00:38.575+0000] {logging_mixin.py:190} WARNING - 97.9%
[2024-09-11T08:00:38.587+0000] {logging_mixin.py:190} WARNING - 98.1%
[2024-09-11T08:00:38.596+0000] {logging_mixin.py:190} WARNING - 98.2%
[2024-09-11T08:00:38.607+0000] {logging_mixin.py:190} WARNING - 98.3%
[2024-09-11T08:00:38.618+0000] {logging_mixin.py:190} WARNING - 98.4%
[2024-09-11T08:00:38.629+0000] {logging_mixin.py:190} WARNING - 98.6%
[2024-09-11T08:00:38.641+0000] {logging_mixin.py:190} WARNING - 98.7%
[2024-09-11T08:00:38.652+0000] {logging_mixin.py:190} WARNING - 98.8%
[2024-09-11T08:00:38.664+0000] {logging_mixin.py:190} WARNING - 98.9%
[2024-09-11T08:00:38.674+0000] {logging_mixin.py:190} WARNING - 99.1%
[2024-09-11T08:00:38.684+0000] {logging_mixin.py:190} WARNING - 99.2%
[2024-09-11T08:00:38.697+0000] {logging_mixin.py:190} WARNING - 99.3%
[2024-09-11T08:00:38.724+0000] {logging_mixin.py:190} WARNING - 99.5%
[2024-09-11T08:00:38.727+0000] {logging_mixin.py:190} WARNING - 99.6%
[2024-09-11T08:00:38.730+0000] {logging_mixin.py:190} WARNING - 99.7%
[2024-09-11T08:00:38.739+0000] {logging_mixin.py:190} WARNING - 99.8%
[2024-09-11T08:00:38.750+0000] {logging_mixin.py:190} WARNING - 100.0%
[2024-09-11T08:00:38.754+0000] {logging_mixin.py:190} WARNING - 100.0%
[2024-09-11T08:00:39.090+0000] {python.py:240} INFO - Done. Returned value was: {'model_path': '/tmp/model.pth', 'device': 'cpu', 'trainloader_path': '/tmp/trainloader.pth'}
[2024-09-11T08:00:39.123+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-09-11T08:00:39.124+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=welcome_dag, task_id=work_with_model, run_id=scheduled__2024-09-09T23:00:00+00:00, execution_date=20240909T230000, start_date=20240911T080028, end_date=20240911T080039
[2024-09-11T08:00:39.136+0000] {logging_mixin.py:190} INFO - Task instance in success state
[2024-09-11T08:00:39.137+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: running
[2024-09-11T08:00:39.137+0000] {logging_mixin.py:190} INFO - Dag name:welcome_dag queued_at:2024-09-11 07:59:16.292721+00:00
[2024-09-11T08:00:39.138+0000] {logging_mixin.py:190} INFO - Task hostname:d5037d0fcebe operator:PythonOperator
[2024-09-11T08:00:39.184+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2024-09-11T08:00:39.212+0000] {taskinstance.py:3900} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-09-11T08:00:39.215+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
